u,v,key,osmid,highway,maxspeed,name,oneway,reversed,length,geometry,service,lanes,bridge,access,width,ref,junction,tunnel,est_width,area
85890601,3459763910,0,"[1087196387, 91796021, 91796022, 208772475]",secondary,"['30', '50']",Lockwitzgrund,False,False,511.6405728577613,"LINESTRING (13.796032 50.9819687, 13.7959271 50.9818257, 13.7954514 50.9811879, 13.7953615 50.9810325, 13.7953075 50.9808679, 13.7952864 50.9807522, 13.7952824 50.9805521, 13.7953079 50.980319, 13.7954372 50.9795553, 13.7955135 50.9789988, 13.7955622 50.9787563, 13.795556 50.9786329, 13.7954876 50.9784741, 13.7953897 50.9783703, 13.7952692 50.9783071, 13.7950435 50.9782106, 13.7941764 50.9779494)",,2,,,,S 183,,,,
86644275,31471510,0,4874493,secondary,30,Lockwitzgrund,False,True,120.8651612184334,"LINESTRING (13.80205 50.9845852, 13.8021437 50.9846883, 13.8022013 50.9847906, 13.8022154 50.9849725, 13.8022077 50.9852392, 13.8022046 50.9854502, 13.8022228 50.985554, 13.8022562 50.985647)",,2,,,,S 183,,,,
86644275,8935694647,0,"[91767581, 141328886]",secondary,30,Lockwitzgrund,False,False,90.15305386591626,"LINESTRING (13.80205 50.9845852, 13.8019284 50.9845246, 13.8017863 50.9844721, 13.8015691 50.9843902, 13.8013935 50.984332, 13.8012679 50.9842956, 13.8009101 50.9842186)",,2,,,,S 183,,,,
92307034,3459501214,0,91767581,secondary,,Lockwitzgrund,False,False,8.253385499762533,"LINESTRING (13.8002566 50.9840779, 13.8001457 50.9840527)",,2,,,,S 183,,,,
92307034,8935694647,0,91767581,secondary,,Lockwitzgrund,False,True,48.34717944808003,"LINESTRING (13.8002566 50.9840779, 13.8009101 50.9842186)",,2,,,,S 183,,,,
207264815,3241675425,0,28092852,residential,50,Ostra-Allee,False,True,2.9054217089653958,"LINESTRING (13.7327557 51.0518286, 13.7327343 51.051851)",,,,,,,,,,
248811330,279872628,0,1203505679,pedestrian,,Neumarkt,False,False,41.30402682704546,"LINESTRING (13.7405202 51.0506189, 13.7405006 51.0506559, 13.7402552 51.0509504)",,,,,,,,,,
248967422,334016350,0,313559084,tertiary,50,Wilsdruffer Straße,True,False,102.61325050352738,"LINESTRING (13.7423036 51.0496374, 13.7433555 51.0494831, 13.743606 51.049433, 13.7437265 51.0494123)",,2,,,,,,,,
257891398,3459501218,0,91767584,secondary,50,Lockwitzgrund,False,False,54.810211774558795,"LINESTRING (13.7990511 50.983784, 13.7988455 50.9837326, 13.7983194 50.9836086)",,2,,,,S 183,,,,
257891398,3459501214,0,91767584,secondary,50,Lockwitzgrund,False,True,82.24295888760244,"LINESTRING (13.7990511 50.983784, 13.7993722 50.9838625, 13.8001457 50.9840527)",,2,,,,S 183,,,,
272354680,12188571428,0,4265202,unclassified,50,Neustädter Markt,False,False,24.22023087435577,"LINESTRING (13.7406117 51.0567859, 13.7407508 51.0569854)",,,,,,,,,,
274876204,7344913555,0,4927254,unclassified,30,Zschonergrund,False,False,106.12897481222736,"LINESTRING (13.6392569 51.0589902, 13.6393671 51.0589734, 13.6394794 51.05895, 13.6395693 51.0589239, 13.639878 51.0586701, 13.6400075 51.0585807, 13.6401679 51.0585192, 13.6403178 51.0584941, 13.6404618 51.05849)",,,,,,,,,,
274876204,26871536,0,4927254,unclassified,30,Zschonergrund,False,True,78.57239529724589,"LINESTRING (13.6392569 51.0589902, 13.639081 51.0589718, 13.638893 51.058933, 13.6386497 51.0588303, 13.6383108 51.0586395)",,,,,,,,,,
277089751,277089752,0,50823381,service,,Lockwitzgrund,False,False,24.710953791911876,"LINESTRING (13.8001618 50.9832204, 13.7998088 50.9832201)",,,,,,,,,,
277089752,277089751,0,50823381,service,,Lockwitzgrund,False,True,24.710953791911876,"LINESTRING (13.7998088 50.9832201, 13.8001618 50.9832204)",,,,,,,,,,
277089752,277090079,0,"[25425344, 50823381]","['path', 'service']",,Lockwitzgrund,False,False,323.84302771419084,"LINESTRING (13.7998088 50.9832201, 13.7993883 50.9832201, 13.7989419 50.9831067, 13.7979549 50.9823934, 13.7972825 50.9819623, 13.796803 50.9817193, 13.7966958 50.9815582, 13.7966534 50.9813275)",,,,,,,,,,
277090079,277089752,0,"[25425344, 50823381]","['path', 'service']",,Lockwitzgrund,False,True,323.84302771419084,"LINESTRING (13.7966534 50.9813275, 13.7966958 50.9815582, 13.796803 50.9817193, 13.7972825 50.9819623, 13.7979549 50.9823934, 13.7989419 50.9831067, 13.7993883 50.9832201, 13.7998088 50.9832201)",,,,,,,,,,
279872625,2610832901,0,61320006,tertiary,20,Wilsdruffer Straße,True,False,57.50648568758604,"LINESTRING (13.7390208 51.0502598, 13.7382166 51.0503688)",,1,,,3.25,,,,,
279872628,10926325899,0,1175913224,pedestrian,,Neumarkt,False,False,24.100351405876115,"LINESTRING (13.7402552 51.0509504, 13.7402195 51.0509988, 13.7401132 51.0511479)",,,,,,,,,,
279872628,248811330,0,1203505679,pedestrian,,Neumarkt,False,True,41.30402682704546,"LINESTRING (13.7402552 51.0509504, 13.7405006 51.0506559, 13.7405202 51.0506189)",,,,,,,,,,
304869329,312304340,0,"[28426411, 244245423]","['pedestrian', 'footway']",,Brühlscher Garten,False,True,50.15092868719197,"LINESTRING (13.7454556 51.0524033, 13.7451709 51.0523227, 13.7451318 51.05232, 13.7448583 51.0521672)",,,,,,,,,,
312290735,2569330418,0,28425009,tertiary,20,Wilsdruffer Straße,True,False,77.35592123138262,"LINESTRING (13.7359394 51.050455, 13.7370236 51.0503156)",,1,,,3.25,,,,,
312304340,304869329,0,"[28426411, 244245423]","['pedestrian', 'footway']",,Brühlscher Garten,False,False,50.15092868719197,"LINESTRING (13.7448583 51.0521672, 13.7451318 51.05232, 13.7451709 51.0523227, 13.7454556 51.0524033)",,,,,,,,,,
312304340,2517502174,0,"[684023323, 244245423]","['pedestrian', 'residential']",30,Brühlscher Garten,False,True,61.86022875255022,"LINESTRING (13.7448583 51.0521672, 13.7451524 51.0519588, 13.7452093 51.0519158, 13.7452831 51.0518595, 13.7453126 51.0518137, 13.7453406 51.051748, 13.7453497 51.0517171)",,,,,,,,,,
316631000,29348304,0,413178527,tertiary,20,Wilsdruffer Straße,True,False,38.934635206031224,"LINESTRING (13.7400923 51.0499235, 13.7406426 51.0498694)",,1,,,4.8,,,,,
318769947,21528534,0,110427013,unclassified,30,Zschonergrund,False,False,9.406332849122922,"LINESTRING (13.6416836 51.0586494, 13.6418098 51.0586788)",,,,,,,,,,
318769947,399522123,0,"[346203680, 346203683, 338666020, 346203686, 224898483]",unclassified,30,Zschonergrund,False,True,56.517668460159605,"LINESTRING (13.6416836 51.0586494, 13.6413665 51.0585681, 13.6411899 51.0585403, 13.6411407 51.0585374, 13.6409498 51.0585246, 13.6409072 51.0585223)",,,yes,,,,,,,
334016342,997588284,0,205991584,tertiary,50,Wilsdruffer Straße,True,False,110.67705262862059,"LINESTRING (13.7438018 51.0496342, 13.743755 51.0496393, 13.7428895 51.0497308, 13.7422443 51.0498125)",,1,,,,,,,,
334016350,27189041,0,205991583,tertiary,50,Wilsdruffer Straße,True,False,10.033798177095813,"LINESTRING (13.7437265 51.0494123, 13.743865 51.0493886)",,3,,,,,,,,
344884575,3175569186,0,"[28425010, 769451718]",tertiary,20,Wilsdruffer Straße,True,False,40.83433174463197,"LINESTRING (13.7348988 51.0507585, 13.7345376 51.0508101, 13.7343288 51.0508389)",,1,,,4,,,,,
399522123,318769947,0,"[346203680, 346203683, 338666020, 346203686, 224898483]",unclassified,30,Zschonergrund,False,False,56.517668460159605,"LINESTRING (13.6409072 51.0585223, 13.6409498 51.0585246, 13.6411407 51.0585374, 13.6411899 51.0585403, 13.6413665 51.0585681, 13.6416836 51.0586494)",,,yes,,,,,,,
399522123,7344913555,0,"[224898483, 4927254]",unclassified,30,Zschonergrund,False,True,31.335452632180832,"LINESTRING (13.6409072 51.0585223, 13.6406419 51.0585024, 13.6404618 51.05849)",,,,,,,,,,
560744837,2394571997,0,169952373,pedestrian,,Neustädter Markt,False,False,6.851038557422302,"LINESTRING (13.7408704 51.0581008, 13.7409261 51.0581515)",,,,,,,,,,
899125162,2550321350,0,"[248200563, 998474741]",living_street,,Jüdenhof,False,False,53.16275921682186,"LINESTRING (13.7390669 51.0512611, 13.7390894 51.0514186, 13.7391347 51.0517373)",,,,,,,,,,
997588284,2530827413,0,205991584,tertiary,50,Wilsdruffer Straße,True,False,110.67611579166513,"LINESTRING (13.7422443 51.0498125, 13.7418557 51.0498423, 13.7409978 51.0499572, 13.7407397 51.0500076, 13.7406963 51.0500135)",,1,,,,,,,,
997588759,248967422,0,313559084,tertiary,50,Wilsdruffer Straße,True,False,7.861059393831061,"LINESTRING (13.7421935 51.0496518, 13.7423036 51.0496374)",,2,,,,,,,,
1150742636,1231348481,0,769451721,tertiary,20,Wilsdruffer Straße,True,False,106.7725514069786,"LINESTRING (13.7337211 51.050742, 13.7352143 51.0505397)",,1,,,,,,,,
1231348481,1550380576,0,769451721,tertiary,20,Wilsdruffer Straße,True,False,8.109648597379243,"LINESTRING (13.7352143 51.0505397, 13.735328 51.0505252)",,1,,,,,,,,
1550380576,312290735,0,1412281292,tertiary,20,Wilsdruffer Straße,True,False,43.444580943271525,"LINESTRING (13.735328 51.0505252, 13.7359394 51.050455)",,1,,,,,,,,
1550380580,344884575,0,28425010,tertiary,20,Wilsdruffer Straße,True,False,34.563930704442754,"LINESTRING (13.7353834 51.0506967, 13.7348988 51.0507585)",,1,,,,,,,,
1701480252,279872625,0,216071215,tertiary,20,Wilsdruffer Straße,True,False,11.810959381550953,"LINESTRING (13.739186 51.0502375, 13.7390208 51.0502598)",,1,,,4.8,,,,,
1749554806,25873142,0,244326503,living_street,,Augustusstraße,False,False,7.702652460499327,"LINESTRING (13.7397311 51.0524794, 13.7396957 51.052545)",,,,,,,,,,
1749554806,2515689534,0,"[4621436, 244326503]","['pedestrian', 'living_street']",,Augustusstraße,False,True,22.24341191236726,"LINESTRING (13.7397311 51.0524794, 13.739807 51.0523391, 13.7398335 51.05229)",,,,,,,,,,
1804134261,2433468849,0,169952373,pedestrian,,Neustädter Markt,False,True,13.750619820080939,"LINESTRING (13.7415697 51.0583592, 13.741406 51.0584278)",,,,,,,,,,
1804134261,2433468809,0,231038877,pedestrian,,Neustädter Markt,False,True,13.164352287050122,"LINESTRING (13.7415697 51.0583592, 13.7417265 51.0582936)",,,,,,,,,,
1854509227,10201212030,0,366341918,tertiary,50,Ostra-Allee,False,True,14.435617478970604,"LINESTRING (13.7280957 51.0570585, 13.7279963 51.0571723)",,,,,11.1,,,,,
1854509227,3241276479,0,366341918,tertiary,50,Ostra-Allee,False,False,24.928111743963385,"LINESTRING (13.7280957 51.0570585, 13.7281855 51.0569467, 13.7282509 51.0568567)",,,,,11.1,,,,,
1988759651,25116948,0,28092852,residential,50,Ostra-Allee,False,True,29.441334636210424,"LINESTRING (13.7322398 51.0523897, 13.7320317 51.0526199)",,,,,,,,,,
1988759651,3952935088,0,28092852,residential,50,Ostra-Allee,False,False,45.07071604858573,"LINESTRING (13.7322398 51.0523897, 13.732499 51.0521011, 13.7325567 51.0520367)",,,,,,,,,,
2380626541,16574557,0,366341918,tertiary,50,Ostra-Allee,False,False,33.60952038549116,"LINESTRING (13.728862 51.0561422, 13.7290973 51.0558786)",,,,,11.1,,,,,
2380626541,16574555,0,366341918,tertiary,50,Ostra-Allee,False,True,67.20408355195198,"LINESTRING (13.728862 51.0561422, 13.7284713 51.056572, 13.7284411 51.0566057, 13.7283904 51.0566688)",,,,,11.1,,,,,
2394571997,2433468847,0,169952373,pedestrian,,Neustädter Markt,False,False,31.975071801502867,"LINESTRING (13.7409261 51.0581515, 13.7411852 51.0583885)",,,,,,,,,,
2394571997,560744837,0,169952373,pedestrian,,Neustädter Markt,False,True,6.851038557422302,"LINESTRING (13.7409261 51.0581515, 13.7408704 51.0581008)",,,,,,,,,,
2394571997,2433468821,0,667642371,pedestrian,,Neustädter Markt,False,True,3.868819548292696,"LINESTRING (13.7409261 51.0581515, 13.7409755 51.0581358)",,,,,,,,,,
2403640605,10201212030,0,366341918,tertiary,50,Ostra-Allee,False,False,33.10890632598952,"LINESTRING (13.7277683 51.0574333, 13.7279963 51.0571723)",,,,,11.1,,,,,
2403640605,3098430373,0,99478127,tertiary,50,Ostra-Allee,False,True,57.33612038282707,"LINESTRING (13.7277683 51.0574333, 13.7274701 51.0577684, 13.7274474 51.0577916, 13.7273854 51.0578553, 13.7273607 51.0578807)",,2,,,,,,,,
2410944130,12188571428,0,60611109,unclassified,50,Neustädter Markt,False,True,64.36664209227602,"LINESTRING (13.7411267 51.0575138, 13.7410976 51.0574774, 13.7407508 51.0569854)",,2,,,,,,,,
2410944130,24973516,0,99478092,unclassified,50,Neustädter Markt,False,False,18.4961367606437,"LINESTRING (13.7411267 51.0575138, 13.7411758 51.0575671, 13.7412355 51.0576302, 13.7412594 51.0576577)",,2,,,,,,,,
2433468809,1804134261,0,231038877,pedestrian,,Neustädter Markt,False,False,13.164352287050122,"LINESTRING (13.7417265 51.0582936, 13.7415697 51.0583592)",,,,,,,,,,
2433468809,2433468828,0,231038877,pedestrian,,Neustädter Markt,False,True,15.99387815474147,"LINESTRING (13.7417265 51.0582936, 13.741748 51.0581504)",,,,,,,,,,
2433468821,2394571997,0,667642371,pedestrian,,Neustädter Markt,False,False,3.868819548292696,"LINESTRING (13.7409755 51.0581358, 13.7409261 51.0581515)",,,,,,,,,,
2433468828,2433468809,0,231038877,pedestrian,,Neustädter Markt,False,False,15.99387815474147,"LINESTRING (13.741748 51.0581504, 13.7417265 51.0582936)",,,,,,,,,,
2433468828,2433498290,0,231038877,pedestrian,,Neustädter Markt,False,True,33.785050501656215,"LINESTRING (13.741748 51.0581504, 13.741495 51.0578915)",,,,,,,,,,
2433468847,2433468849,0,169952373,pedestrian,,Neustädter Markt,False,False,16.038357940632356,"LINESTRING (13.7411852 51.0583885, 13.741406 51.0584278)",,,,,,,,,,
2433468847,2394571997,0,169952373,pedestrian,,Neustädter Markt,False,True,31.975071801502867,"LINESTRING (13.7411852 51.0583885, 13.7409261 51.0581515)",,,,,,,,,,
2433468849,1804134261,0,169952373,pedestrian,,Neustädter Markt,False,False,13.750619820080939,"LINESTRING (13.741406 51.0584278, 13.7415697 51.0583592)",,,,,,,,,,
2433468849,2433468847,0,169952373,pedestrian,,Neustädter Markt,False,True,16.038357940632356,"LINESTRING (13.741406 51.0584278, 13.7411852 51.0583885)",,,,,,,,,,
2433468871,2433498290,0,667642370,pedestrian,,Neustädter Markt,False,False,3.5883117993300133,"LINESTRING (13.7414664 51.0579183, 13.741495 51.0578915)",,,,,,,,,,
2433498290,2433468828,0,231038877,pedestrian,,Neustädter Markt,False,False,33.785050501656215,"LINESTRING (13.741495 51.0578915, 13.741748 51.0581504)",,,,,,,,,,
2433498290,2433468871,0,667642370,pedestrian,,Neustädter Markt,False,True,3.5883117993300133,"LINESTRING (13.741495 51.0578915, 13.7414664 51.0579183)",,,,,,,,,,
2453945778,2561643152,0,1036528807,pedestrian,,Augustusstraße,False,True,21.269157022595596,"LINESTRING (13.7381189 51.053242, 13.7383463 51.0531149)",,,,,,,,,,
2498984403,25116948,0,"[998474744, 1101507159]",residential,50,Ostra-Allee,False,False,61.07474520051959,"LINESTRING (13.7316044 51.053099, 13.7318152 51.0528627, 13.7320317 51.0526199)",,,,,,,,,,
2498984403,25116946,0,998474744,residential,50,Ostra-Allee,False,True,37.733094588731504,"LINESTRING (13.7316044 51.053099, 13.7314042 51.0533216, 13.731339 51.0533945)",,,,,,,,,,
2515689534,1749554806,0,"[4621436, 244326503]","['pedestrian', 'living_street']",,Augustusstraße,False,False,22.24341191236726,"LINESTRING (13.7398335 51.05229, 13.739807 51.0523391, 13.7397311 51.0524794)",,,,,,,,,,
2515689534,2544975287,0,"[925831675, 4621436]",pedestrian,,Augustusstraße,False,True,65.32202593506199,"LINESTRING (13.7398335 51.05229, 13.7400344 51.0519185, 13.7401603 51.0517402)",,,,,,,,,,
2515689541,2539490380,0,"[244232353, 244232362]","['pedestrian', 'corridor']",,Neumarkt,False,True,35.03064491763213,"LINESTRING (13.7406019 51.0521695, 13.7405883 51.0520693, 13.7405583 51.051874, 13.7405544 51.0518559)",,,,,,,,,,
2515851156,2517502174,0,244298441,residential,30,Brühlscher Garten,False,False,7.449849042297538,"LINESTRING (13.7453613 51.0516505, 13.7453497 51.0517171)",,,,,,,,,,
2517197942,3175417565,0,255598297,residential,30,Schießgasse,False,True,52.72447089802477,"LINESTRING (13.7438184 51.0501291, 13.7438723 51.0501991, 13.744147 51.0505559)",,,,,,,,,,
2517197942,25117106,0,913446177,residential,30,Schießgasse,False,False,17.101966429759884,"LINESTRING (13.7438184 51.0501291, 13.743796 51.0501009, 13.7437091 51.0499915)",,,,,,,,,,
2517502174,2515851156,0,244298441,residential,30,Brühlscher Garten,False,True,7.449849042297538,"LINESTRING (13.7453497 51.0517171, 13.7453613 51.0516505)",,,,,,,,,,
2517502174,312304340,0,"[684023323, 244245423]","['pedestrian', 'residential']",30,Brühlscher Garten,False,False,61.86022875255023,"LINESTRING (13.7453497 51.0517171, 13.7453406 51.051748, 13.7453126 51.0518137, 13.7452831 51.0518595, 13.7452093 51.0519158, 13.7451524 51.0519588, 13.7448583 51.0521672)",,,,,,,,,,
2526290026,2530827472,0,508306574,residential,30,Schießgasse,False,True,9.553166526361904,"LINESTRING (13.7445001 51.0510376, 13.7445523 51.051117)",,,,,,,,,,
2526290026,30122604,0,"[255598297, 508306574]",residential,30,Schießgasse,False,False,20.94562462277751,"LINESTRING (13.7445001 51.0510376, 13.7444653 51.0509846, 13.7443857 51.0508635)",,,,,,,,,,
2530827413,29348305,0,205991584,tertiary,50,Wilsdruffer Straße,True,False,11.403299901778604,"LINESTRING (13.7406963 51.0500135, 13.740537 51.0500356)",,1,,,,,,,,
2530827472,2526290026,0,508306574,residential,30,Schießgasse,False,False,9.553166526361904,"LINESTRING (13.7445523 51.051117, 13.7445001 51.0510376)",,,,,,,,,,
2530827472,26889714,0,508306574,residential,30,Schießgasse,False,True,14.014501617019379,"LINESTRING (13.7445523 51.051117, 13.7446288 51.0512335)",,,,,,,,,,
2539490380,2515689541,0,"[244232353, 244232362]","['pedestrian', 'corridor']",,Neumarkt,False,False,35.03064491763214,"LINESTRING (13.7405544 51.0518559, 13.7405583 51.051874, 13.7405883 51.0520693, 13.7406019 51.0521695)",,,,,,,,,,
2544975287,2515689534,0,"[925831675, 4621436]",pedestrian,,Augustusstraße,False,False,65.32202593506199,"LINESTRING (13.7401603 51.0517402, 13.7400344 51.0519185, 13.7398335 51.05229)",,,,,,,,,,
2550321350,899125162,0,"[248200563, 998474741]",living_street,,Jüdenhof,False,True,53.16275921682186,"LINESTRING (13.7391347 51.0517373, 13.7390894 51.0514186, 13.7390669 51.0512611)",,,,,,,,,,
2550321350,10926325898,0,363907551,pedestrian,,Jüdenhof,False,True,45.314702524196875,"LINESTRING (13.7391347 51.0517373, 13.7392283 51.0517176, 13.7393309 51.0516961, 13.7393975 51.0516884, 13.7394803 51.0516905, 13.7397692 51.0517116)",,,,,,,,,,
2561643152,2453945778,0,1036528807,pedestrian,,Augustusstraße,False,False,21.269157022595596,"LINESTRING (13.7383463 51.0531149, 13.7381189 51.053242)",,,,,,,,,,
2561643152,25873142,0,244326505,pedestrian,,Augustusstraße,False,True,113.73703631375284,"LINESTRING (13.7383463 51.0531149, 13.7385543 51.0530073, 13.7395749 51.0525937, 13.7396957 51.052545)",,,,,,,,,,
2569330415,12057153505,0,1385283961,tertiary,20,Wilsdruffer Straße,True,False,56.2435941353041,"LINESTRING (13.7370923 51.0505169, 13.7363035 51.0506167)",,1,,,,,,,,
2569330418,25117028,0,28425009,tertiary,20,Wilsdruffer Straße,True,False,13.215709732171605,"LINESTRING (13.7370236 51.0503156, 13.7372088 51.0502917)",,1,,,3.25,,,,,
2569330419,3904070639,0,"[250494376, 387067012]","['pedestrian', 'footway']",,Altmarkt,False,True,23.386402055068448,"LINESTRING (13.7370081 51.0502695, 13.737074 51.0502604, 13.7371057 51.05027, 13.7370598 51.0501271)",,,,,,,,,,
2569330423,3904070639,0,250494376,pedestrian,,Altmarkt,False,False,107.25153278532852,"LINESTRING (13.7368526 51.0491755, 13.7369226 51.0498066, 13.7370598 51.0501271)",,,,,,,,,,
